ACLE1;DESAPRES;;;;;;;;CODESSFAMILLE;CODEFAMILLE;CODEVENTILVT;POIDS
810883;A1 Approuvé;27/03/2013 17:31:50;Pylone P14 Tronçon N°2;;;;;;S;601;4;342
820833;A2 Approuvé;27/03/2013 16:11:17;Plaquette serre fil;;;;;;N;602;5;125
820835;A1 Approuvé;27/03/2013 16:11:17;Entretoise de GC;;;;;;N;602;5;1.4
820641;A1 Etude;27/03/2013 16:11:18;Soutien court de passerelle;;;;;;N;602;5;2178
820836;A1 Approuvé;27/03/2013 16:11:18;Soutien long droit de passerelle;;;;;;N;602;5;3089
820646;A2 Etude;03/04/2013 12:25:29;Garde-corps droit;;;;;;N;602;5;21.7
820837;A1 Etude;03/04/2013 14:27:52;Soutien long de passerelle;;;;;;N;602;5;3102
820838;A1 Etude;22/04/2013 17:21:58;Garde-corps avec retour droit;;;;;;N;602;5;28
820839;A1 Etude;03/04/2013 15:33:39;Garde-corps avec retour gauche;;;;;;N;602;5;13.8
820841;A1 Approuvé;27/03/2013 16:11:21;Attache;;;;;;N;602;5;169
820647;A1 Etude;23/03/2016 12:27:45;Caillebotis de 420;;;;;;N;602;5;7.0
820843;A1 Approuvé;27/03/2013 16:11:23;Garde-corps 1800 court;;;;;;N;602;5;18.4
820844;A1 Approuvé;27/03/2013 16:11:22;Garde-corps retour 90°;;;;;;N;602;5;7.7
810889;A1 Etude;27/03/2013 17:31:51;Bride inférieure de fixation multipaire;;;;;;N;601;4;328
810890;A1 Etude;27/03/2013 17:31:51;Bride supérieure de fixation multipaire;;;;;;N;601;4;967
820847;A1 A Vérifier;27/03/2013 16:11:23;Bague support roulement;;;;;;N;602;5;309
810891;A1 Approuvé;27/03/2013 17:31:52;Plaque support;;;;;;N;601;4;15
820846;A2 Approuvé;27/03/2013 16:11:23;Bras orientable;;;;;;S;602;5;10155
820840;A1 Etude;27/03/2013 16:11:24;Bras orientable S/C montée à gauche;;;;;;S;602;5;24932
Bras support de B2 dans S_C 2_4_2;A1 Etude;23/03/2016 12:30:18;;;;;;;N;;;
820648;A1 Etude;27/03/2013 16:11:25;Ens. Guidage poulie 1000 type 3  montée à gauche;;;;;;N;602;5;91554
820848;A3 Approuvé;27/03/2013 16:11:26;Collier pour poulie Ø800 S/C  orientable;;;;;;S;602;5;4005
820850;A2 Approuvé;27/03/2013 16:11:25;Equerre de fixation d'echelle  largeur 350mm;;;;;;N;602;5;1470
810827;A3 Etude;26/11/2015 09:42:30;Douille système de tension;;;;;;S;601;4;227
810843;A1 Etude;27/03/2013 17:31:50;Passerelles de gare amont;;;;;;N;601;4;3758
820849;A2 Approuvé;27/03/2013 16:11:26;Axe S-C poulie Ø800-1000 type 2  modifié;;;;;;S;602;5;2047
820852;A2 Etude;14/10/2014 15:51:02;Capot arrière;;;;;;N;602;5;3.8
820851;A2 Etude;28/10/2014 09:22:33;Capot avant proche du DA;;;;;;N;602;5;2.5
820845;A1 Approuvé;27/03/2013 16:11:26;Tube de pression;;;;;;S;602;5;3810
820842;A1 Etude;27/03/2013 16:11:28;poteau orientable;;;;;;S;602;5;20565
810886;A2 Approuvé;27/03/2013 17:28:51;Butée droite pour B2 compression dans S/C;;;;;;S;601;4;1410
820856;A1 Approuvé;27/03/2013 16:11:28;Patte de fixation GI;;;;;;N;602;5;383
820857;A1 Approuvé;27/03/2013 16:11:29;Ensemble tige de réglage poulie compression dans S/C orientable;;;;;;S;602;5;4876
820858;A1 Approuvé;27/03/2013 16:11:29;Bras orientable S/C montée a droite;;;;;;S;602;5;24932
820860;A1 Approuvé;27/03/2013 16:11:30;Collier;;;;;;S;602;5;6135
820861;A2 Etude;27/03/2013 16:11:30;Bague épaulée Ø int.16;;;;;;N;602;5;238
820862;A1 Approuvé;27/03/2013 16:11:31;Caillebotis de 414;;;;;;N;602;5;9.7
820774 Selectionneur sortie droit.PDF;A1 Etude;27/03/2013 16:11:31;Selectionneur sortie droit;;;;;;N;602;5;8057
810893;A1 Approuvé;27/03/2013 17:31:51;Prolongateur de garde corp de  passerelles de potence;;;;;;N;601;4;9864
820846 Bras orientable.PDF;A1 Approuvé;27/03/2013 16:11:31;Bras orientable;;;;;;S;602;5;10155
810888;A2 Approuvé;27/03/2013 17:28:52;Déflecteur balancier S_C 2_4_2;;;;;;N;601;4;1184
810892;A1 Etude;27/03/2013 17:28:52;Déflecteur balancier S_C 2_4_2;;;;;;N;601;4;4969
810845;A2 Approuvé;27/03/2013 17:28:53;Butée gauche pour B2 compression dans S/C;;;;;;N;601;4;1454
810867;A1 Approuvé;23/03/2016 12:29:45;Passerelle portique GM;;;;;;S;601;4;632
820863;A1 Approuvé;27/03/2013 16:11:32;Tube int. à patte plié;;;;;;N;602;5;3.0
820864;A2 Vérifié;16/06/2014 18:41:20;Tube ext. avec patte;;;;;;N;602;5;3.8
820865;A1 Approuvé;27/03/2013 16:11:32;Canne télescopique c.m. 2200;;;;;;N;602;5;6.9
820868;A1 Approuvé;27/03/2013 16:11:33;Tige de réglage poulie compression dans S/C orientable;;;;;;S;602;5;916
820853;A1 Approuvé;27/03/2013 16:11:36;Capotage de glissière;;;;;;N;602;5;67
810894;A1 Approuvé;23/03/2016 12:31:59;Chassis de passerelle portique GM;;;;;;S;601;4;304
810902;A1 Etude;27/03/2013 17:31:52;Vis H M24 x 50 Pas fin;;;;;;N;601;4;305
810895;A1 Approuvé;23/03/2016 12:31:59;Poutre de passerelle portique GM;;;;;;S;601;4;86
820870;A1 Approuvé;27/03/2013 16:11:33;Branchement des détections rotation  axe et déraillement cable poulie.;;;;;;N;602;5;189360
810903;A1 Approuvé;23/03/2016 12:29:43;Caillebotis de plate-forme supérieure;;;;;;S;601;4;17.4
810900;A1 Approuvé;23/03/2016 12:29:44;Caillebotis de plate-forme supérieure;;;;;;S;601;4;17.4
810905;A1 Approuvé;23/03/2016 12:29:44;Caillebotis de plate-forme supérieure latéral;;;;;;S;601;4;22.1
810901;A1 Approuvé;23/03/2016 12:29:43;Caillebotis de plate-forme supérieure latéral;;;;;;S;601;4;19.5
820859;A1 Approuvé;27/03/2013 16:11:33;Capot départ auto;;;;;;N;602;5;2.2
810897;A1 Approuvé;27/03/2013 17:31:54;Garde-corps court;;;;;;N;601;4;11.7
810896;A1 Approuvé;27/03/2013 17:31:55;Garde-corps long;;;;;;N;601;4;25.7
810899;A1 Approuvé;23/03/2016 12:29:46;Garde-corps avec retour gauche;;;;;;S;601;4;20.0
810898;A1 Approuvé;23/03/2016 12:29:46;Garde-corps avec retour droit;;;;;;S;601;4;20.0
820854;A1 Approuvé;27/03/2013 16:11:34;Support capot avant;;;;;;N;602;5;6.9
820855;A1 Approuvé;27/03/2013 16:11:34;Support capot arrière;;;;;;N;602;5;7.8
820866;A1 Approuvé;27/03/2013 16:11:35;Réhausse capot avant;;;;;;N;602;5;7.1
820867;A1 Approuvé;27/03/2013 16:11:35;Réhausse capot arrière;;;;;;N;602;5;10.6
820869;A1 Approuvé;27/03/2013 16:11:35;Plat de fixation capot;;;;;;N;602;5;0.9
810908;A1 Approuvé;27/03/2013 17:31:56;Ensemble passerelle portique GM;;;;;;N;601;4;760
810911;A1 Approuvé;27/03/2013 17:31:56;Tube fermeture GC passerelle GM;;;;;;N;601;4;3
820872;A1 Approuvé;27/03/2013 16:11:36;Cornière de 40;;;;;;N;602;5;1.4
810910;A1 Approuvé;27/03/2013 17:31:56;Echappement moteur thermique;;;;;;N;601;4;5.1
810912;A1 Approuvé;27/03/2013 17:31:56;Couvercle P6 TSD6 Peyragudes;;;;;;N;601;4;19.7
810904;A1 Approuvé;27/03/2013 17:31:57;Ski guide;;;;;;S;601;4;84692
820873;A1 Etude;27/03/2013 16:11:36;Ens. Support échelle de tête de GM;;;;;;N;602;5;56
820875;A1 Approuvé;27/03/2013 16:11:37;Contre-plaque de support d'échelle;;;;;;N;602;5;8.0
820874;A1 Approuvé;27/03/2013 16:11:37;Plaque support d'échelle;;;;;;N;602;5;10.6
810914;A1 Approuvé;27/03/2013 17:31:57;Croix détection 6 branches;;;;;;N;601;4;2.0
810909;A1 Approuvé;27/03/2013 17:31:57;Plaque de fixation;;;;;;S;601;4;2689
810915;A1 Approuvé;27/03/2013 17:31:57;Entretoise de croix;;;;;;N;601;4;98
820876;A1 Approuvé;27/03/2013 16:11:37;Embout de potence;;;;;;S;602;5;19564
810919;A1 Approuvé;27/03/2013 17:31:57;Support codeur;;;;;;N;601;4;386
810920;A1 Approuvé;27/03/2013 17:31:58;Support codeur GM;;;;;;N;601;4;278
810913;A1 Etude;27/03/2013 17:31:58;Ens. Codeur six branches GR;;;;;;N;601;4;20
810921;A3 Approuvé;27/03/2013 17:48:51;Support Détecteur blocage galet type 2 avec galets Ø450 montée à gauche;;;;;;N;601;4;2706
810922;A2 Approuvé;27/03/2013 17:31:59;Ens. Codeur six branches GM;;;;;;N;601;4;19
820877;A1 Etude;27/03/2013 16:11:38;Bras orientable S-C montée à gauche;;;;;;S;602;5;57797
820878;A1 Approuvé;27/03/2013 16:11:38;Bras orientable S-C montée à droite;;;;;;S;602;5;57797
810923;A1 Etude;27/03/2013 17:31:58;Plaque reprise tension 30T;;;;;;N;601;4;5714
810925;A1 Approuvé;27/03/2013 17:31:59;Plaque reprise tension GR;;;;;;N;601;4;45
810926;A1 Approuvé;27/03/2013 17:31:59;Plaque reprise tension GM;;;;;;N;601;4;62
810927;A1 Etude;27/03/2013 17:32:00;Rondelle spéciale M24;;;;;;N;601;4;281
820880;A1 Etude;27/03/2013 16:11:39;Cornière passerelle droite;;;;;;N;602;5;1980
820881;A1 Etude;27/03/2013 16:11:39;Cornière passerelle gauche;;;;;;N;602;5;1980
820646-1;A2 Approuvé;27/03/2013 16:11:39;Garde-corps pylone (Valberg);;;;;;N;602;5;19.0
820836-1;A1 Approuvé;27/03/2013 16:11:40;Soutien long droit de passerelle;;;;;;N;602;5;3089
820647-1;A1 Etude;27/03/2013 16:11:41;Caillebotis de 350;;;;;;N;602;5;9.5
820838-1;A2 Etude;03/04/2013 16:15:03;Garde-corps pylone;;;;;;N;602;5;0.0
820883;A1 Approuvé;23/03/2016 12:28:36;Ens. Nez long de potence Ø178;;;;;;N;602;5;19871
820675;A1 Approuvé;27/03/2013 16:11:42;Guide exterieure écarteur poulie 1000  type 2 montée a gauche;;;;;;N;602;5;26151
820879;A1 Approuvé;27/03/2013 16:11:42;Guide interieure gauche;;;;;;N;602;5;9559
820886;A1 Etude;27/03/2013 16:11:42;Support détection sur potence;;;;;;N;602;5;3674
820885;A1 Approuvé;27/03/2013 16:11:46;Ensemble guide ecarteur  poulie 10000 type 2 montée a gauche;;;;;;N;602;5;35710
820896;A1 Etude;27/03/2013 16:11:43;Support caillebotis arrière;;;;;;N;602;5;3.0
820894;A1 Etude;27/03/2013 16:11:43;Ens. Soutien de caillebotis;;;;;;N;602;5;17
820895;A1 Etude;27/03/2013 16:11:43;Patte de fixation;;;;;;N;602;5;0.9
820893;A1 Etude;27/03/2013 16:11:44;Soutien de caillebotis;;;;;;N;602;5;15
820889;A1 Etude;27/03/2013 16:11:44;Potence de soutien de caillebotis;;;;;;N;602;5;16.3
820891;A1 Etude;27/03/2013 16:11:45;Contre-plaque;;;;;;N;602;5;4.2
820892;A1 Etude;27/03/2013 16:11:45;Tige filetée M18x320;;;;;;N;602;5;0.1
820890;A1 Etude;27/03/2013 16:11:45;Ens.Potence de soutien de caillebotis;;;;;;N;602;5;22
820898;A1 Etude;27/03/2013 16:11:46;Soutien de caillebotis avant;;;;;;N;602;5;27
820904;A1 Etude;27/03/2013 16:11:47;Support détecteur;;;;;;N;602;5;4.3
820909;A1 Etude;27/03/2013 16:11:47;Embase de détection;;;;;;N;602;5;7
820910;A1 Etude;27/03/2013 16:11:48;Ens.Portillon fin de piste de TK avec fixation par le haut;;;;;;N;602;5;31
820905;A1 Etude;27/03/2013 16:11:48;Contre-plaque;;;;;;N;602;5;1.5
820906;A1 Etude;27/03/2013 16:11:48;Axe de position;;;;;;N;602;5;151
Vue gare alpha;A1 Etude;23/03/2016 12:30:18;Ensemble portique P1;;;;;;S;;;17810
810718;A2 Etude;27/03/2013 17:28:55;Kit de fixation Balancier Comp. Ø450  sous portique de ligne (>1990);;;;;;N;601;4;/
810055;A2 Etude;27/03/2013 17:28:56;Balancier Ø450 12C  sous portique;;;;;;N;601;4;/
820902;A1 Approuvé;27/03/2013 16:11:49;Guide exterieure écarteur poulie 1000  type 2 montée a droite;;;;;;N;602;5;26151
810949;A1 Etude;27/03/2013 17:32:00;Ensemble Pylone P18;;;;;;S;601;4;8239
820903;A1 Approuvé;27/03/2013 16:11:49;Guide interieure montée à droit;;;;;;N;602;5;0
820901;A1 Approuvé;27/03/2013 16:11:50; Ensemble Guide ecarteur  poulie 1000 type 2 montée a droite;;;;;;N;602;5;26151
810034;A1 Approuvé;27/03/2013 17:28:56;Balancier 6S Ø450 montée à droite;;;;;;N;601;4;/
810064;A1 Etude;27/03/2013 17:28:57;Kit fixation Balancier 6S Ø450 (>1990);;;;;;N;601;4;/
810719;A2 Vérifié;27/10/2015 17:50:48;Kit fixation balancier 8C-12C-16C Ø450 dans potence avant 1990.;;;;;;N;601;4;-
810722;A1 A Vérifier;01/02/2016 08:53:38;Kit fixation balancier S-C 2-4-2 Ø450-330 dans potence après 90 type 2;;;;;;N;601;4;-
810033;A1 Approuvé;23/03/2016 12:28:03;Kit fixation balancier 4S Ø450 dans potence avant 1990.;;;;;;N;601;4;-
Ensemble gare Alpha;A1 Etude;23/03/2016 12:30:00;Ensemble portique P1;;;;;;S;;;26160
810961;A1 Etude;27/03/2013 17:32:00;Passerelle amovible montée sur passerelle portique de gare motrice;;;;;;N;601;4;879188
810960;A1 Approuvé;23/03/2016 12:29:59;Passerelle amovible sur  passerelle balancier GM;;;;;;S;601;4;118
810968;A1 Etude;27/03/2013 17:48:52;Aiguille souple droite pour pince fixe type Sacif;;;;;;N;601;4;174
810969;A1 Etude;27/03/2013 17:48:52;Aiguille souple gauche pour pince fixe type Sacif;;;;;;N;601;4;171
820913;A1 Etude;27/03/2013 16:11:50;Tube guide perche de gare LSP type3;;;;;;N;602;5;9169
810972;A1 Approuvé;08/01/2014 16:27:18;Fermeture appel au vide pour gare Alpha type 2.;;;;;;N;601;4;12
810973;A1 Approuvé;27/03/2013 17:32:01;Fermeture appel au vide sur GMR;;;;;;N;601;4;89
605023;A4 Approuvé;24/01/2013 17:40:55;Flasque pour roue de dameuse;;;;;;N;605;7;1216
605021;A4 Approuvé;24/01/2013 17:40:52;Réalésage roue de dameuse;;;;;;N;605;7;14209
810987;A1 Approuvé;27/03/2013 17:32:01;Protection moteur thermique avant;;;;;;N;601;4;34
810991;A1 Approuvé;27/03/2013 17:32:02;Protection moteur thermique arrière;;;;;;N;601;4;34
602280;A4 Approuvé;27/03/2013 16:28:17;Ressort de traction  non freiné 310 mm;;;;;;N;602;5;0,7
602281;A4 Approuvé;27/03/2013 16:28:20;Ressort de traction  non freiné 510 mm;;;;;;N;602;5;303
602282;A4 Approuvé;27/01/2014 17:05:53;Ressort de traction  non freiné 710 mm;;;;;;N;602;5;1383
602283;A5 Vérifié;30/10/2013 17:42:02;Ressort de traction  non freiné 1010 mm;;;;;;N;602;5;1383
602284;A5 Vérifié;30/10/2013 17:43:34;Ressort de traction  non freiné 1310 mm;;;;;;N;602;5;1383
810993;A5 Approuvé;03/10/2013 19:28:11;Ensemble ALTIBLOK pour balancier type 1 galet Ø 425 montée à droite;;;;;;N;601;4;544
602285;A5 Vérifié;10/12/2014 11:24:13;Ressort de traction non freiné 1510 mm;;;;;;N;602;5;1,5
602253;A2 Approuvé;27/03/2013 16:28:23;Embout inférieur ressort non freiné;;;;;;N;602;5;165
810962;A1 Approuvé;23/03/2016 12:31:59;Chassis de passerelle;;;;;;S;601;4;69
602311;A1 Approuvé;23/03/2016 12:29:30;Tige embout de fixation;;;;;;N;602;5;29
Visuel étirement perche et ressort;A1 Etude;23/03/2016 12:29:39;Ensemble canne pneumatique L2500 chape double;;;;;;N;;;
810974;A4 Approuvé;16/06/2015 11:44:38;Garde corp inferieur;;;;;;N;601;4;24.55
810996;A2 Approuvé;08/01/2014 16:27:16;Tube alu Ø50x2 lg.1400;;;;;;N;601;4;1.2
810997;A2 Approuvé;08/01/2014 16:27:17;Tube alu Ø50x2x lg.500;;;;;;N;601;4;0.4
810998;A1 Approuvé;27/03/2013 17:32:03;Tube alu Ø50x2;;;;;;N;601;4;656
810988;A1 Approuvé;27/03/2013 17:32:03;Support de grilles;;;;;;N;601;4;4.3
810990;A1 Approuvé;27/03/2013 17:32:04;Grille de protection avant;;;;;;N;601;4;14905
820917;A1 Approuvé;27/03/2013 16:11:50;Disque passe cable;;;;;;N;602;5;20
820918;A1 Approuvé;27/03/2013 16:11:51;Détection déraillement par fil;;;;;;N;602;5;15529
820940;A1 Approuvé;27/03/2013 16:11:51;Plat double étrier M12x60;;;;;;N;602;5;732
820938;A1 Approuvé;27/03/2013 16:11:51;Manchon Ø30-22;;;;;;N;602;5;331
820936;A3 Approuvé;18/03/2016 13:55:19;Guide écarteur sur tube Ø56 type 2.;;;;;;N;602;5;8653
820937;A2 Approuvé;09/01/2014 14:40:05;Bride de guide écarteur type 2.;;;;;;N;602;5;910
820941;A1 Approuvé;27/03/2013 16:11:53;Ecarteur;;;;;;N;602;5;2583
810056;A1 Approuvé;27/03/2013 17:29:00;Balancier Ø450 16C  dans potence;;;;;;N;601;4;/
810992;A1 Approuvé;27/03/2013 17:32:04;Grilles de protection arrière;;;;;;N;601;4;15245
811001;A1 Approuvé;27/03/2013 17:32:05;Support detecteur passage de siege;;;;;;N;601;4;1775
811000;A1 Etude;27/03/2013 17:32:05;Ensemble detecteur passage siege;;;;;;N;601;4;2238
811010;A1 Approuvé;27/03/2013 17:32:06;Demi-bride Ø90;;;;;;N;601;4;233
test1;A1 Etude;23/03/2016 12:29:26;Support de douille pour cable 18;;;;;;N;;;
811045;A1 Etude;27/03/2013 17:32:06;Canne d'accrochage Ø12 sur Ø100;;;;;;N;601;4;320
810980;A1 Approuvé;27/03/2013 17:32:06;Grille profilée longue;;;;;;N;601;4;20
820979;A1 Approuvé;19/06/2013 11:55:20;Cale pour Ø20 d'axe poulie Ø800-1000 ép.6;;;;;;N;602;5;46
820980;A1 Approuvé;19/06/2013 11:56:01;Cale pour Ø20 d'axe poulie Ø800-1000 ép.10;;;;;;N;602;5;96
820981;A1 Approuvé;19/06/2013 11:56:30;Jeu de cales pour Ø20 d'axe poulie Ø800-1000;;;;;;N;602;5;389
810984;A1 Approuvé;27/03/2013 17:32:06;Grille profilé courte;;;;;;N;601;4;13
810986;A1 Etude;27/03/2013 17:32:06;Liaison de grille;;;;;;N;601;4;0.2
810985;A1 Etude;27/03/2013 17:32:07;Collier Ø100;;;;;;N;601;4;0.2
811048;A1 Approuvé;27/03/2013 17:32:07;Fermeture appel au vide sur potence P18;;;;;;N;601;4;707108
Vue attache pour catalogue;A1 Approuvé;23/03/2016 12:26:52;Ensemble attache fixe 2200 daN;;;;;;N;;;
810178;A1 Approuvé;24/05/2013 14:53:35;Ensemble B8 compression;;;;;;N;601;4;731
810184;A3 A Vérifier;24/03/2016 08:48:38;Balancier 6S Ø425 type 1;;;;;;N;601;4;466
810191;A3 A Vérifier;24/03/2016 10:15:29;Balancier 8S Ø425 type 1;;;;;;N;601;4;-
810202;A2 Approuvé;24/05/2013 14:20:54;Rattrapeur de câble sortie compression;;;;;;S;601;4;6207
810194_1;A1 Approuvé;24/05/2013 14:20:54;Reprise support fourchette;;;;;;N;601;4;89
810194;A1 Approuvé;24/05/2013 14:53:29;Reprise support fourchette;;;;;;N;601;4;89
810193;A1 Approuvé;29/03/2016 11:25:25;Flasque B2 symétrique type 1;;;;;;S;601;4;12446
810100_1;A1 Approuvé;24/05/2013 14:53:30;Reprise rattrapeur de câble;;;;;;N;601;4;6207
810100;A3 Etude;18/03/2016 09:42:11;Rattrapeur de câble entrée compression;;;;;;S;601;4;6207
810096;A1 Approuvé;24/05/2013 14:53:31;Rattrapeur de câble;;;;;;S;601;4;4978
810095;A1 Approuvé;29/03/2016 11:30:53;Flasque B2 S ou C type 1;;;;;;S;601;4;12446
810089;A3 Approuvé;20/04/2016 17:25:12;Fourreau B2 dans 4S;;;;;;S;601;4;1.6
810088;A2 Approuvé;20/04/2016 17:25:10;Fourreau B4 dans 6-8S;;;;;;S;601;4;3.0
810087;A2 Approuvé;20/04/2016 17:25:10;Axe 2S dans 4S et 6S type 1;;;;;;S;601;4;0.8
810086;A2 Approuvé;20/04/2016 17:25:09;Axe 4S dans 6S et 8S type 1;;;;;;S;601;4;2.0
810085;A3 A Vérifier;22/01/2016 11:05:27;Axe principal 4S type 1;;;;;;S;601;4;21.3
810084;A4 A Vérifier;22/01/2016 11:02:16;Axe principal 8S et 6S type 1;;;;;;S;601;4;45.6
810210;A1 Approuvé;24/05/2013 14:21:00;Support de détecteur;;;;;;N;601;4;495
811049;A1 Approuvé;27/03/2013 17:32:07;Rampe de potence;;;;;;N;601;4;9544
811050;A1 Approuvé;27/03/2013 17:32:08;Contre-plaque de rampe;;;;;;N;601;4;2.0
Chassis bois 1;A1 Etude;23/03/2016 12:29:24;;;;;;;N;;;
820984;A1 Approuvé;27/03/2013 16:12:20;Kit axe angle fixe poulie Ø800-1000;;;;;;N;602;5;6.4
820985;A2 Approuvé;18/06/2013 11:55:06;Axe poulie Ø1000 type 2 coudé 4°;;;;;;S;602;5;6.4
601572;A1 Approuvé;12/07/2013 11:29:40;Ressort balancier S/C 330;;;;;;N;601;4;4014
811131;A1 Approuvé;27/03/2013 17:32:08;Support caillebotis sur tube;;;;;;N;601;4;1.6
811137;A1 Approuvé;27/03/2013 17:32:08;Extrémité d'appui d'échelle de passerelle de PGM;;;;;;N;601;4;310217
811136;A1 Approuvé;27/03/2013 17:32:09;Demi-collier Ø100;;;;;;N;601;4;504
820459;A1 Approuvé;23/03/2016 11:57:55;pignon autoguidé;;;;;;N;602;5;
820458;A1 Approuvé;23/03/2016 11:57:32;guide pignon primaire;;;;;;N;602;5;
820457;A1 Approuvé;23/03/2016 11:55:13;clavette du pignon primaire;;;;;;N;602;5;
820319;A1 Approuvé;23/03/2016 11:53:36;patin ralentisseur perche;;;;;;N;602;5;
820318;A1 Approuvé;23/03/2016 11:53:36;coupelle de butté;;;;;;N;602;5;
820317;A1 Approuvé;23/03/2016 11:53:36;support ralentisseur de perche;;;;;;N;602;5;
820316;A1 Approuvé;23/03/2016 11:53:37;plat support de tendeur;;;;;;N;602;5;
820315;A1 Approuvé;23/03/2016 11:53:37;tube horizontal support de tendeur;;;;;;N;602;5;
820314;A1 Approuvé;23/03/2016 11:53:37;tube vertical support de tendeur;;;;;;N;602;5;
820313;A1 Approuvé;23/03/2016 11:53:37;glissière simple chaine;;;;;;N;602;5;
820312;A1 Approuvé;23/03/2016 11:53:37;Tige filetée M20 Cl 8.8 Zn Lg 170;;;;;;N;602;5;
820311;A1 Approuvé;23/03/2016 11:53:37;Tige filetée M14 Cl 8.8 Zn Lg 300;;;;;;N;602;5;
820310;A1 Approuvé;23/03/2016 11:53:37;tige filetée M12 Cl 8.8 Zn Lg 220;;;;;;N;602;5;
820309;A1 Approuvé;23/03/2016 11:53:37;bague pignon 25 dents;;;;;;N;602;5;
820308;A1 Approuvé;23/03/2016 11:53:37;roue à chaine 25 dents;;;;;;N;602;5;
820307;A1 Approuvé;23/03/2016 12:30:50;ensemble tendeur de chaine primaire;;;;;;N;602;5;
820306;A1 Approuvé;23/03/2016 11:53:39;support capteur;;;;;;N;602;5;
820305;A1 Approuvé;23/03/2016 11:53:39;protection de réducteur;;;;;;N;602;5;
820304;A1 Approuvé;23/03/2016 11:53:39;support protection de réducteur;;;;;;N;602;5;
820303;A1 Approuvé;23/03/2016 11:53:39;Roue à chaine 34 dents sortie de réducteur;;;;;;N;602;5;
820302;A1 Approuvé;23/03/2016 11:53:40;entretoise réducteur limiteur de couple;;;;;;N;602;5;
820301;A1 Approuvé;23/03/2016 11:53:40;équerre carter;;;;;;N;602;5;
820300;A1 Approuvé;23/03/2016 11:53:40;armature de capot;;;;;;N;602;5;
820299;A1 Approuvé;23/03/2016 11:53:40;capot;;;;;;N;602;5;
820298;A1 Approuvé;23/03/2016 11:53:40;carter;;;;;;N;602;5;
820297;A1 Approuvé;23/03/2016 11:53:40;renfort d'entre plaque support;;;;;;N;602;5;
820296;A1 Approuvé;23/03/2016 11:53:40;cornière;;;;;;N;602;5;
820295;A1 Approuvé;23/03/2016 11:53:40;glissière gauche;;;;;;N;602;5;
820294;A1 Approuvé;23/03/2016 11:53:40;glissière droite;;;;;;N;602;5;
820293;A1 Approuvé;23/03/2016 11:53:41;poutre support de glissière;;;;;;N;602;5;
820292;A1 Approuvé;23/03/2016 11:53:41;équerre de réglage;;;;;;N;602;5;
820291;A1 Approuvé;23/03/2016 11:53:41;plaque support de glissière droite;;;;;;N;602;5;
820290;A1 Approuvé;23/03/2016 11:53:41;plaque support de glissière gauche;;;;;;N;602;5;
820289;A1 Approuvé;23/03/2016 11:53:41;support guide chaine;;;;;;N;602;5;
820288;A1 Approuvé;23/03/2016 11:53:41;équerre guide chaine 2;;;;;;N;602;5;
820287;A1 Approuvé;23/03/2016 11:53:41;équerre guide chaine;;;;;;N;602;5;
820286;A1 Approuvé;23/03/2016 11:53:41;entretoise de pion poussoir;;;;;;N;602;5;
820285;A1 Approuvé;23/03/2016 11:53:41;pion poussoir;;;;;;N;602;5;
820284;A1 Approuvé;23/03/2016 11:53:41;entretoise roulement;;;;;;N;602;5;
820283;A1 Approuvé;23/03/2016 11:53:42;entretoise pignon;;;;;;N;602;5;
820282;A1 Approuvé;23/03/2016 11:53:42;axe pignon;;;;;;N;602;5;
820281;A1 Approuvé;23/03/2016 11:53:42;ensemble protection de réducteur;;;;;;N;602;5;
820280;A1 Approuvé;23/03/2016 11:53:36;support pignon;;;;;;N;602;5;
820279;A1 Approuvé;23/03/2016 11:50:56;axe support rondelle;;;;;;N;602;5;
820278;A1 Approuvé;23/03/2016 11:50:57;pignon 25 dents;;;;;;N;602;5;
820277;A1 Approuvé;23/03/2016 11:50:57;ralentisseur perche laché sous poulie;;;;;;N;602;5;
820276;A1 Approuvé;23/03/2016 11:50:57;ensemble capteur limiteur de couple glissière laché sous poulie;;;;;;N;602;5;
820275;A1 Approuvé;23/03/2016 11:50:57;ensemble réducteur de glissière laché sous poulie;;;;;;N;602;5;
820274;A1 Approuvé;23/03/2016 11:50:57;ensemble support de glissière laché sous poulie;;;;;;N;602;5;
820273;A1 Approuvé;23/03/2016 12:30:55;ensemble glissière laché sous poulie;;;;;;N;602;5;
740182;A1 Approuvé;23/03/2016 11:15:45;chaine avec maillon à attache;;;;;;N;;;
entretoise roue à chaine;A1 Etude;23/03/2016 12:29:24;entretoise roue à chaine;;;;;;N;;;
811084;A1 Approuvé;27/03/2013 17:32:09;Support caillebotis;;;;;;N;601;4;640
811085;A1 Approuvé;27/03/2013 17:32:09;Calle entretoise;;;;;;N;601;4;110
602377;A4 A Vérifier;14/09/2015 17:24:42;Ressort de rappel type 2  pour canne L2000 avec 2 embouts;;;;;;N;602;5;891
Massif;A1 Etude;23/03/2016 12:29:24;;;;;;;N;;;
602378;A4 Approuvé;11/09/2013 15:01:08;Ressort de rappel type 2  pour canne L2500 avec 2 embouts;;;;;;N;602;5;1141
602371;A6 Approuvé;27/01/2014 17:14:07;Ressort de rappel type 1 pour canne L2000;;;;;;N;602;5;942
811138;A1 Approuvé;27/03/2013 17:32:09;Bague d'extrémitée;;;;;;N;601;4;147
811140;A1 Approuvé;27/03/2013 17:32:10;Tige fileté M24;;;;;;N;601;4;0.2
